Frequency[MHz];Amplitude RX1[mV] at pwm=120;SW-version 1.23, e-Callisto
 45.000;1369
 45.063;1660
 45.125;1674
 45.188;1887
 45.250;1806
 45.313;1962
 45.375;1574
 45.438;1643
 45.500;1479
 45.563;1477
 45.625;1457
 45.688;1457
 45.750;1484
 45.813;1447
 45.875;1452
 45.938;1477
 46.000;1450
 46.063;1481
 46.125;1491
 46.188;1469
 46.250;1491
 46.313;1484
 46.375;1467
 46.438;1479
 46.500;1459
 46.563;1459
 46.625;1484
 46.688;1455
 46.750;1455
 46.813;1481
 46.875;1435
 46.938;1437
 47.000;1462
 47.063;1420
 47.125;1464
 47.188;1452
 47.250;1447
 47.313;1462
 47.375;1435
 47.438;1425
 47.500;1447
 47.563;1425
 47.625;1430
 47.688;1474
 47.750;1440
 47.813;1450
 47.875;1533
 47.938;1750
 48.000;1813
 48.063;1892
 48.125;1828
 48.188;1809
 48.250;1750
 48.313;1569
 48.375;1501
 48.438;1452
 48.500;1450
 48.563;1462
 48.625;1430
 48.688;1445
 48.750;1469
 48.813;1430
 48.875;1447
 48.938;1464
 49.000;1430
 49.063;1469
 49.125;1442
 49.188;1459
 49.250;1472
 49.313;1450
 49.375;1462
 49.438;1481
 49.500;1462
 49.563;1455
 49.625;1467
 49.688;1450
 49.750;1457
 49.813;1462
 49.875;1450
 49.938;1477
 50.000;1455
 50.063;1455
 50.125;1457
 50.188;1445
 50.250;1459
 50.313;1459
 50.375;1452
 50.438;1472
 50.500;1481
 50.563;1455
 50.625;1472
 50.688;1445
 50.750;1447
 50.813;1452
 50.875;1467
 50.938;1462
 51.000;1491
 51.063;1486
 51.125;1474
 51.188;1484
 51.250;1474
 51.313;1489
 51.375;1477
 51.438;1486
 51.500;1499
 51.563;1489
 51.625;1499
 51.688;1516
 51.750;1506
 51.813;1513
 51.875;1503
 51.938;1525
 52.000;1530
 52.063;1535
 52.125;1538
 52.188;1540
 52.250;1542
 52.313;1557
 52.375;1550
 52.438;1562
 52.500;1589
 52.563;1616
 52.625;1606
 52.688;1601
 52.750;1604
 52.813;1594
 52.875;1596
 52.938;1596
 53.000;1608
 53.063;1645
 53.125;1662
 53.188;1655
 53.250;1638
 53.313;1633
 53.375;1623
 53.438;1643
 53.500;1638
 53.563;1638
 53.625;1679
 53.688;1679
 53.750;1672
 53.813;1677
 53.875;1665
 53.938;1652
 54.000;1665
 54.063;1662
 54.125;1677
 54.188;1696
 54.250;1665
 54.313;1674
 54.375;1672
 54.438;1643
 54.500;1650
 54.563;1652
 54.625;1657
 54.688;1669
 54.750;1660
 54.813;1667
 54.875;1672
 54.938;1657
 55.000;1630
 55.063;1638
 55.125;1635
 55.188;1657
 55.250;1662
 55.313;1647
 55.375;1669
 55.438;1650
 55.500;1618
 55.563;1630
 55.625;1623
 55.688;1623
 55.750;1647
 55.813;1638
 55.875;1640
 55.938;1630
 56.000;1599
 56.063;1604
 56.125;1586
 56.188;1564
 56.250;1599
 56.313;1606
 56.375;1579
 56.438;1579
 56.500;1572
 56.563;1547
 56.625;1567
 56.688;1535
 56.750;1560
 56.813;1572
 56.875;1579
 56.938;1564
 57.000;1550
 57.063;1525
 57.125;1508
 57.188;1523
 57.250;1518
 57.313;1533
 57.375;1564
 57.438;1550
 57.500;1545
 57.563;1520
 57.625;1486
 57.688;1501
 57.750;1491
 57.813;1520
 57.875;1555
 57.938;1552
 58.000;1545
 58.063;1545
 58.125;1503
 58.188;1484
 58.250;1489
 58.313;1481
 58.375;1525
 58.438;1518
 58.500;1523
 58.563;1503
 58.625;1494
 58.688;1496
 58.750;1479
 58.813;1464
 58.875;1499
 58.938;1481
 59.000;1472
 59.063;1481
 59.125;1499
 59.188;1484
 59.250;1472
 59.313;1462
 59.375;1501
 59.438;1520
 59.500;1535
 59.563;1550
 59.625;1540
 59.688;1525
 59.750;1518
 59.813;1496
 59.875;1569
 59.938;1835
 60.000;1894
 60.063;1943
 60.125;1914
 60.188;1875
 60.250;1818
 60.313;1660
 60.375;1540
 60.438;1484
 60.500;1508
 60.563;1545
 60.625;1562
 60.688;1491
 60.750;1523
 60.813;1496
 60.875;1442
 60.938;1474
 61.000;1481
 61.063;1455
 61.125;1494
 61.188;1474
 61.250;1459
 61.313;1499
 61.375;1472
 61.438;1491
 61.500;1501
 61.563;1481
 61.625;1518
 61.688;1520
 61.750;1506
 61.813;1516
 61.875;1491
 61.938;1472
 62.000;1494
 62.063;1523
 62.125;1533
 62.188;1557
 62.250;1542
 62.313;1530
 62.375;1523
 62.438;1503
 62.500;1503
 62.563;1520
 62.625;1550
 62.688;1547
 62.750;1562
 62.813;1560
 62.875;1552
 62.938;1542
 63.000;1542
 63.063;1530
 63.125;1560
 63.188;1584
 63.250;1599
 63.313;1582
 63.375;1564
 63.438;1599
 63.500;1616
 63.563;1628
 63.625;1621
 63.688;1630
 63.750;1601
 63.813;1606
 63.875;1628
